CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,ACTIVITY_M_NO,ACTIVITY_M_DATE,ACTIVITY_M_WDAY,ACTIVITY_M_HOUR,ACTIVITY_M_NAME,ACTIVITY_NO,ACTIVITY_DATE,ACTIVITY_WDAY,ACTIVITY_HOUR,ACTIVITY_NAME
234881,2,0,1,G,154,11,7,16,5,244,11,7,17,8
932161,2,0,1,G,64,3,3,5,5,94,3,3,5,8
690200,2,0,1,G,6,1,1,2,2,12,1,1,2,4
991770,2,0,1,G,74,4,4,10,4,128,4,4,12,6
283104,2,0,1,G,58,3,3,6,5,110,3,3,7,7
212673,2,0,1,G,0,0,0,1,0,0,0,0,1,0
211034,2,0,1,G,0,0,0,1,0,0,0,0,1,0
197210,2,0,1,G,0,0,0,1,0,0,0,0,1,0
372124,2,0,1,G,0,0,0,1,0,0,0,0,1,0
546060,2,0,1,G,0,0,0,1,0,0,0,0,1,0
819517,2,0,1,G,18,2,2,2,3,30,2,2,2,6
679209,2,0,1,G,16,1,1,2,3,28,1,1,2,6
616833,2,0,1,G,306,6,6,17,10,414,6,6,19,15
372332,2,0,1,G,32,2,2,5,3,64,2,2,5,7
136190,2,0,1,G,60,1,1,2,4,78,1,1,3,7
635724,2,0,1,G,0,0,0,1,0,0,0,0,1,0
766710,2,0,1,G,0,0,0,1,0,0,0,0,1,0
978671,2,0,1,G,0,0,0,1,0,0,0,0,1,0
959208,2,0,1,G,16,2,2,3,4,28,2,2,3,6
80083,2,0,1,G,206,10,5,13,3,290,10,5,19,6
191821,2,0,1,G,154,17,7,19,3,266,17,7,26,5
23573,2,0,1,G,46,1,1,1,4,56,1,1,1,8
184470,2,0,1,G,12,1,1,1,4,18,1,1,1,7
637437,2,0,1,G,0,0,0,1,0,2,1,1,1,1
618620,2,0,1,G,106,2,2,3,4,132,2,2,3,7
93009,2,0,1,G,42,2,2,4,4,68,2,2,5,7
973320,2,0,1,G,92,1,1,1,4,102,1,1,2,8
681630,2,0,1,G,6,1,1,1,2,12,1,1,1,5
161445,2,0,1,G,78,1,1,3,3,114,1,1,6,6
681041,2,0,1,G,0,0,0,1,0,0,0,0,1,0
79707,2,0,1,G,0,0,0,1,0,0,0,0,1,0
438738,2,0,1,G,0,0,0,1,0,0,0,0,1,0
277886,2,0,1,G,0,0,0,1,0,0,0,0,1,0
599516,2,0,1,G,0,0,0,1,0,0,0,0,1,0
643620,2,0,1,G,58,3,2,4,3,82,3,2,6,6
614833,2,0,1,G,114,6,4,7,3,156,6,4,10,6
446575,2,0,1,G,14,2,2,2,3,20,2,2,3,6
453377,2,0,1,G,128,5,4,5,8,192,5,4,7,11
399149,2,0,1,G,130,10,5,13,4,216,10,5,20,8
208163,2,0,1,G,136,9,6,15,8,236,9,6,17,11
219559,2,0,1,G,134,5,3,6,5,182,5,3,8,8
538852,2,0,1,G,400,7,4,13,7,460,7,4,15,9
435377,2,0,1,G,22,4,2,4,4,50,5,3,6,7
39593,2,0,1,G,2,1,1,1,1,8,1,1,1,4
643793,2,0,1,G,68,5,4,8,4,118,5,4,8,7
726947,2,0,1,G,134,5,5,6,4,170,5,5,8,8
109440,2,0,1,G,136,11,6,17,4,236,11,6,19,8
614823,2,0,1,G,38,2,2,3,5,84,2,2,3,9
371119,2,0,1,G,16,4,3,4,3,46,5,4,7,5
310134,2,0,1,G,16,2,2,4,3,34,2,2,5,6
752615,2,0,1,G,240,3,3,4,4,264,3,3,5,8
379317,2,0,1,G,74,5,5,7,6,136,6,5,13,9
238866,2,0,1,G,66,3,3,8,4,126,3,3,8,8
96212,2,0,1,G,0,0,0,1,0,0,0,0,1,0
172398,2,0,1,G,0,0,0,1,0,0,0,0,1,0
152435,2,0,1,G,0,0,0,1,0,0,0,0,1,0
246881,2,0,1,G,0,0,0,1,0,0,0,0,1,0
64202,2,0,1,G,14,1,1,1,2,20,1,1,1,5
260871,2,1,0,B,224,4,4,7,6,270,4,4,8,10
274693,2,0,1,G,142,8,6,9,4,234,10,7,15,9
717390,2,0,1,G,0,0,0,1,0,0,0,0,1,0
970582,2,1,0,B,0,0,0,1,0,0,0,0,1,0
866054,2,0,1,G,0,0,0,1,0,0,0,0,1,0
767224,2,0,1,G,0,0,0,1,0,0,0,0,1,0
500746,2,0,1,G,0,0,0,1,0,0,0,0,1,0
885134,2,0,1,G,0,0,0,1,0,0,0,0,1,0
47982,2,0,1,G,0,0,0,1,0,0,0,0,1,0
306398,2,0,1,G,0,0,0,1,0,6,1,1,1,3
723630,2,1,0,B,0,0,0,1,0,0,0,0,1,0
388666,2,1,0,B,0,0,0,1,0,0,0,0,1,0
646833,2,0,1,G,0,0,0,1,0,0,0,0,1,0
890631,2,0,1,G,40,3,3,3,2,58,3,3,4,4
50895,2,0,1,G,0,0,0,1,0,0,0,0,1,0
522320,2,0,1,G,0,0,0,1,0,0,0,0,1,0
511813,2,0,1,G,138,12,7,14,5,232,12,7,20,9
576664,2,0,1,G,20,2,2,3,3,50,2,2,3,6
937480,2,0,1,G,24,5,4,5,2,54,5,4,7,4
279747,2,0,1,G,52,2,2,3,3,68,2,2,3,6
783175,2,0,1,G,0,0,0,1,0,0,0,0,1,0
472869,2,0,1,G,252,11,5,24,5,406,11,5,30,8
942161,2,0,1,G,88,6,5,10,6,166,7,5,11,8
295977,2,0,1,G,94,5,3,6,4,154,5,3,6,6
317909,2,0,1,G,242,9,5,12,6,330,9,5,17,8
141718,2,0,1,G,64,2,2,2,3,88,2,2,2,6
721949,2,0,1,G,30,1,1,1,5,50,1,1,1,8
584775,2,0,1,G,46,3,3,4,5,74,3,3,4,9
443710,2,0,1,G,182,6,5,11,8,260,6,5,12,11
852389,2,0,1,G,146,4,3,5,3,180,4,3,5,8
164567,2,0,1,G,96,4,4,7,4,154,5,5,10,8
322637,2,0,1,G,0,0,0,1,0,0,0,0,1,0
773229,2,0,1,G,0,0,0,1,0,0,0,0,1,0
106828,2,0,1,G,0,0,0,1,0,0,0,0,1,0
690690,2,0,1,G,0,0,0,1,0,0,0,0,1,0
135205,2,0,1,G,0,0,0,1,0,0,0,0,1,0
601082,2,0,1,G,0,0,0,1,0,0,0,0,1,0
22574,2,0,1,G,0,0,0,1,0,0,0,0,1,0
157708,2,0,1,G,0,0,0,1,0,0,0,0,1,0
693700,2,0,1,G,122,14,7,20,6,248,15,7,27,9
627163,2,0,1,G,0,0,0,1,0,0,0,0,1,0
405881,2,0,1,G,0,0,0,1,0,0,0,0,1,0
284009,2,0,1,G,0,0,0,1,0,0,0,0,1,0
529145,2,0,1,G,0,0,0,1,0,0,0,0,1,0
131941,2,0,1,G,0,0,0,1,0,0,0,0,1,0
848938,2,0,1,G,0,0,0,1,0,0,0,0,1,0
868065,2,0,1,G,0,0,0,1,0,0,0,0,1,0
463466,2,0,1,G,0,0,0,1,0,0,0,0,1,0
547677,2,0,1,G,0,0,0,1,0,0,0,0,1,0
5377,2,1,0,B,0,0,0,1,0,0,0,0,1,0
693319,2,0,1,G,0,0,0,1,0,0,0,0,1,0
781151,2,0,1,G,0,0,0,1,0,0,0,0,1,0
15051,2,0,1,G,0,0,0,1,0,0,0,0,1,0
701088,2,0,1,G,0,0,0,1,0,0,0,0,1,0
682471,2,0,1,G,26,2,2,2,3,44,2,2,2,5
386106,2,0,1,G,54,6,5,6,3,90,6,5,7,6
24778,2,0,1,G,22,1,1,2,5,34,1,1,2,7
685854,2,0,1,G,114,4,4,6,3,150,4,4,7,6
505427,2,0,1,G,34,5,5,7,4,70,5,5,9,6
37953,2,0,1,G,0,0,0,1,0,0,0,0,1,0
458740,2,0,1,G,74,4,4,5,4,102,4,4,5,6
128838,2,0,1,G,224,20,7,30,8,290,20,7,31,10
321447,2,0,1,G,72,4,3,7,4,118,4,3,10,7
611129,2,0,1,G,72,9,5,12,5,130,9,5,12,7
792908,2,0,1,G,140,14,6,18,6,230,14,6,20,8
788276,2,0,1,G,20,3,3,3,3,38,3,3,4,5
949158,2,0,1,G,68,8,5,11,8,140,8,5,12,11
194670,2,0,1,G,14,2,2,2,3,26,2,2,3,4
380768,2,0,1,G,118,13,6,17,3,230,13,6,24,6
253301,2,0,1,G,140,4,4,6,6,174,4,4,7,8
469875,2,0,1,G,98,8,6,13,5,178,8,6,16,7
460729,2,0,1,G,96,6,4,8,4,144,6,4,11,6
140749,2,0,1,G,172,7,6,11,6,250,7,6,12,8
476592,2,0,1,G,60,3,3,3,7,78,3,3,5,9
33873,2,0,1,G,2,1,1,1,1,6,1,1,1,3
135479,2,0,1,G,86,5,5,5,3,122,5,5,6,5
669753,2,0,1,G,96,6,4,7,5,148,7,5,10,7
695391,2,0,1,G,658,17,7,40,5,906,18,7,54,8
375710,2,0,1,G,30,2,2,2,3,42,2,2,2,5
290352,2,0,1,G,150,4,4,4,4,176,4,4,6,6
444849,2,0,1,G,190,5,5,8,4,236,6,6,10,6
912645,2,0,1,G,0,0,0,1,0,0,0,0,1,0
983008,2,0,1,G,20,4,4,5,3,38,4,4,5,6
887957,2,0,1,G,234,4,3,7,7,292,4,3,10,10
218347,2,0,1,G,84,6,4,7,9,126,6,4,8,12
817995,2,0,1,G,44,3,3,3,3,60,3,3,3,7
474136,2,0,1,G,64,2,1,3,4,88,2,1,4,7
442146,2,0,1,G,84,4,3,7,5,128,4,3,8,8
929137,2,0,1,G,32,2,2,2,4,62,2,2,2,7
768078,2,0,1,G,350,5,4,12,6,492,7,6,18,11
680429,2,0,1,G,88,4,2,6,6,138,4,2,7,10
506687,2,0,1,G,16,1,1,2,5,30,1,1,2,9
753471,2,0,1,G,416,7,6,19,9,554,7,6,20,14
328045,2,0,1,G,108,5,4,13,6,198,5,4,14,10
881941,2,0,1,G,100,1,1,1,3,106,1,1,1,6
771078,2,0,1,G,36,2,2,3,5,56,2,2,4,8
530199,2,0,1,G,110,4,4,5,5,150,4,4,5,8
68643,2,0,1,G,76,1,1,4,8,148,1,1,5,13
559359,2,0,1,G,0,0,0,1,0,2,1,1,1,1
587461,2,0,1,G,364,3,3,8,7,444,3,3,12,11
807598,2,1,0,B,50,2,2,3,6,92,2,2,6,9
160233,2,0,1,G,0,0,0,1,0,0,0,0,1,0
882602,2,0,1,G,0,0,0,1,0,0,0,0,1,0
16658,2,0,1,G,0,0,0,1,0,0,0,0,1,0
781578,2,0,1,G,0,0,0,1,0,0,0,0,1,0
971541,2,0,1,G,0,0,0,1,0,0,0,0,1,0
859948,2,0,1,G,0,0,0,1,0,0,0,0,1,0
958721,2,0,1,G,0,0,0,1,0,0,0,0,1,0
505171,2,0,1,G,0,0,0,1,0,0,0,0,1,0
982168,2,0,1,G,0,0,0,1,0,0,0,0,1,0
359497,2,0,1,G,0,0,0,1,0,0,0,0,1,0
222886,2,0,1,G,0,0,0,1,0,0,0,0,1,0
430660,2,0,1,G,0,0,0,1,0,0,0,0,1,0
841713,2,0,1,G,0,0,0,1,0,0,0,0,1,0
870394,2,0,1,G,0,0,0,1,0,0,0,0,1,0
650122,2,0,1,G,0,0,0,1,0,0,0,0,1,0
620294,2,0,1,G,0,0,0,1,0,0,0,0,1,0
405532,2,0,1,G,0,0,0,1,0,0,0,0,1,0
994886,2,0,1,G,0,0,0,1,0,0,0,0,1,0
618612,2,0,1,G,0,0,0,1,0,0,0,0,1,0
886479,2,0,1,G,0,0,0,1,0,0,0,0,1,0
282649,2,0,1,G,0,0,0,1,0,0,0,0,1,0
66338,2,0,1,G,0,0,0,1,0,0,0,0,1,0
223989,2,0,1,G,0,0,0,1,0,0,0,0,1,0
928221,2,0,1,G,0,0,0,1,0,0,0,0,1,0
376908,2,0,1,G,0,0,0,1,0,0,0,0,1,0
479694,2,0,1,G,0,0,0,1,0,0,0,0,1,0
300322,2,0,1,G,0,0,0,1,0,0,0,0,1,0
27668,2,0,1,G,0,0,0,1,0,0,0,0,1,0
180500,2,0,1,G,62,10,7,18,3,148,10,7,18,6
33941,2,0,1,G,354,8,5,16,7,458,8,5,20,10
573196,2,1,0,B,0,0,0,1,0,0,0,0,1,0
632602,2,0,1,G,104,7,5,9,4,168,7,5,9,6
906958,2,0,1,G,42,7,6,7,2,90,7,6,8,4
208723,2,1,0,B,0,0,0,1,0,0,0,0,1,0
625284,2,0,1,G,80,8,5,13,4,158,8,5,16,6
894514,2,0,1,G,198,6,4,7,6,268,6,4,7,10
129289,2,0,1,G,410,8,6,12,6,514,8,6,14,11
519795,2,0,1,G,944,9,6,18,8,1176,9,6,18,13
938419,2,0,1,G,0,0,0,1,0,0,0,0,1,0
134848,2,0,1,G,0,0,0,1,0,0,0,0,1,0
100589,2,0,1,G,0,0,0,1,0,0,0,0,1,0
239318,2,0,1,G,0,0,0,1,0,0,0,0,1,0
904331,2,0,1,G,0,0,0,1,0,0,0,0,1,0
985313,2,0,1,G,0,0,0,1,0,0,0,0,1,0
14252,2,0,1,G,0,0,0,1,0,0,0,0,1,0
576071,2,0,1,G,256,10,7,17,6,374,10,7,21,9
669974,2,0,1,G,774,7,6,9,4,838,7,6,10,7
697111,2,0,1,G,220,9,5,11,3,286,9,5,13,5
275201,2,0,1,G,6,1,1,1,2,12,1,1,2,4
313353,2,1,0,B,44,2,2,4,4,74,2,2,4,7
806230,2,0,1,G,26,5,5,5,4,56,5,5,5,6
147549,2,0,1,G,164,2,2,5,4,206,2,2,6,8
34043,2,0,1,G,148,5,4,6,4,220,6,4,10,7
854499,2,0,1,G,28,2,2,3,4,62,2,2,3,6
552082,2,0,1,G,0,0,0,1,0,0,0,0,1,0
373371,2,1,0,B,0,0,0,1,0,0,0,0,1,0
896493,2,0,1,G,24,5,5,5,4,58,6,5,9,6
354422,2,0,1,G,232,7,6,22,6,408,8,6,28,8
404417,2,0,1,G,70,4,4,5,4,100,4,4,7,6
609259,2,0,1,G,228,5,4,25,9,428,5,4,28,13
174871,2,0,1,G,104,8,5,9,4,160,8,5,10,7
942960,2,0,1,G,116,3,3,6,3,164,3,3,8,5
104526,2,0,1,G,52,2,2,2,2,70,2,2,2,4
953689,2,0,1,G,216,11,6,22,7,350,11,6,27,9
568224,2,0,1,G,32,4,4,4,3,62,5,4,5,6
998148,2,0,1,G,120,8,7,13,6,174,8,7,15,9
530097,2,0,1,G,310,19,7,31,6,512,19,7,38,8
884217,2,0,1,G,30,4,4,4,2,54,4,4,4,4
752111,2,0,1,G,46,4,4,4,2,98,4,4,5,6
83943,2,0,1,G,0,0,0,1,0,0,0,0,1,0
443106,2,0,1,G,0,0,0,1,0,0,0,0,1,0
5445,2,0,1,G,0,0,0,1,0,0,0,0,1,0
691855,2,0,1,G,0,0,0,1,0,0,0,0,1,0
965183,2,0,1,G,0,0,0,1,0,0,0,0,1,0
170272,2,0,1,G,0,0,0,1,0,0,0,0,1,0
492607,2,0,1,G,0,0,0,1,0,0,0,0,1,0
733068,2,0,1,G,140,8,4,9,5,206,8,4,10,8
421317,2,0,1,G,20,3,3,3,4,38,3,3,3,6
309103,2,0,1,G,16,2,2,2,2,28,2,2,2,4
809638,2,0,1,G,148,8,5,13,4,232,8,5,17,6
886905,2,0,1,G,436,10,6,15,3,542,10,6,19,6
715880,2,0,1,G,6,1,1,1,2,12,1,1,1,4
340888,2,1,0,B,0,0,0,1,0,0,0,0,1,0
341086,2,0,1,G,78,5,5,6,4,114,5,5,8,7
173996,2,0,1,G,0,0,0,1,0,0,0,0,1,0
790707,2,0,1,G,30,6,4,6,3,62,6,4,6,5
962310,2,0,1,G,0,0,0,1,0,0,0,0,1,0
29588,2,0,1,G,0,0,0,1,0,0,0,0,1,0
649478,2,0,1,G,0,0,0,1,0,0,0,0,1,0
198096,2,0,1,G,24,1,1,1,5,30,1,1,1,8
586612,2,0,1,G,98,2,2,2,5,110,2,2,3,8
964569,2,0,1,G,256,7,5,12,8,332,7,5,14,12
281253,2,0,1,G,94,3,3,7,5,146,4,4,8,10
295945,2,0,1,G,48,4,3,7,4,84,4,3,7,8
859021,2,0,1,G,0,0,0,1,0,4,1,1,1,1
755384,2,0,1,G,44,1,1,1,2,50,1,1,1,5
11192,2,0,1,G,26,1,1,3,3,38,1,1,3,6
550161,2,0,1,G,562,3,3,12,5,654,3,3,14,9
355204,2,0,1,G,46,2,2,4,6,82,2,2,4,10
756329,2,1,0,B,0,0,0,1,0,0,0,0,1,0
951785,2,0,1,G,0,0,0,1,0,0,0,0,1,0
631975,2,0,1,G,0,0,0,1,0,2,1,1,1,1
313149,2,0,1,G,50,4,3,5,3,80,4,3,5,5
194645,2,0,1,G,44,4,4,6,5,80,4,4,6,7
923622,2,0,1,G,12,3,2,4,2,40,4,3,6,5
788344,2,0,1,G,122,5,3,12,5,196,5,3,13,8
387942,2,0,1,G,10,1,1,1,2,16,1,1,1,4
924581,2,0,1,G,60,7,5,10,5,132,8,6,14,7
677251,2,0,1,G,30,1,1,1,3,36,1,1,1,5
692741,2,0,1,G,110,8,5,10,5,182,8,5,11,7
889727,2,0,1,G,14,2,2,2,4,26,2,2,2,6
986018,2,0,1,G,42,8,6,8,3,96,8,6,11,6
848702,2,0,1,G,216,2,2,2,3,240,2,2,2,8
291251,2,0,1,G,32,1,1,1,4,38,1,1,1,7
391835,2,0,1,G,230,3,3,8,4,294,3,3,11,8
149996,2,0,1,G,84,1,1,1,2,98,1,1,1,6
525201,2,0,1,G,0,0,0,1,0,0,0,0,1,0
178307,2,0,1,G,0,0,0,1,0,0,0,0,1,0
788682,2,0,1,G,22,2,2,2,4,34,2,2,2,7
325357,2,0,1,G,162,1,1,1,4,174,1,1,1,8
317586,2,0,1,G,0,0,0,1,0,0,0,0,1,0
176996,2,0,1,G,8,2,2,2,3,18,2,2,3,7
408948,2,0,1,G,20,2,2,3,3,42,2,2,4,7
384117,2,0,1,G,0,0,0,1,0,0,0,0,1,0
457184,2,0,1,G,0,0,0,1,0,0,0,0,1,0
836230,2,0,1,G,0,0,0,1,0,0,0,0,1,0
210926,2,0,1,G,0,0,0,1,0,0,0,0,1,0
665672,2,0,1,G,14,1,1,1,3,20,1,1,1,5
868534,2,0,1,G,8,1,1,1,2,14,1,1,1,4
83996,2,0,1,G,388,10,7,14,3,474,10,7,18,5
617539,2,0,1,G,490,6,4,10,6,572,6,4,10,9
606156,2,0,1,G,244,14,6,25,5,412,15,6,29,7
325935,2,0,1,G,134,9,7,14,5,220,9,7,17,7
706291,2,0,1,G,2,1,1,1,1,6,1,1,1,3
223735,2,0,1,G,174,5,5,6,5,214,5,5,9,8
89043,2,0,1,G,84,3,2,6,5,118,3,2,7,9
824692,2,0,1,G,14,1,1,2,2,26,1,1,2,5
169660,2,0,1,G,46,2,2,3,4,100,2,2,4,8
254815,2,0,1,G,6,1,1,1,2,22,1,1,2,6
499858,2,0,1,G,0,0,0,1,0,0,0,0,1,0
133734,2,0,1,G,86,1,1,2,4,96,1,1,2,8
869935,2,0,1,G,0,0,0,1,0,0,0,0,1,0
458177,2,0,1,G,200,4,2,6,2,236,4,2,6,5
526442,2,0,1,G,16,2,2,2,2,22,2,2,2,4
455780,2,1,0,B,0,0,0,1,0,0,0,0,1,0
743874,2,1,0,B,6,1,1,1,2,12,1,1,1,4
351727,2,0,1,G,42,4,3,4,2,72,4,3,5,5
437827,2,0,1,G,0,0,0,1,0,0,0,0,1,0
450085,2,0,1,G,114,7,6,11,3,172,7,6,11,5
749271,2,0,1,G,28,3,3,3,3,46,3,3,3,6
856216,2,1,0,B,6,1,1,1,2,10,1,1,1,4
493244,2,0,1,G,10,1,1,1,3,16,1,1,2,5
694559,2,0,1,G,0,0,0,1,0,0,0,0,1,0
765033,2,0,1,G,0,0,0,1,0,0,0,0,1,0
238738,2,0,1,G,0,0,0,1,0,0,0,0,1,0
359540,2,0,1,G,0,0,0,1,0,0,0,0,1,0
143332,2,0,1,G,0,0,0,1,0,0,0,0,1,0
898211,2,0,1,G,0,0,0,1,0,0,0,0,1,0
346269,2,0,1,G,0,0,0,1,0,0,0,0,1,0
642209,2,0,1,G,0,0,0,1,0,0,0,0,1,0
406016,2,0,1,G,0,0,0,1,0,0,0,0,1,0
600045,2,0,1,G,0,0,0,1,0,0,0,0,1,0
816599,2,0,1,G,0,0,0,1,0,0,0,0,1,0
611843,2,0,1,G,0,0,0,1,0,0,0,0,1,0
546011,2,0,1,G,76,5,4,7,3,124,5,4,7,6
971881,2,0,1,G,194,6,4,15,6,280,6,4,16,9
7213,2,0,1,G,128,5,4,5,3,156,5,4,6,6
349943,2,0,1,G,22,1,1,2,1,36,2,2,3,4
540605,2,0,1,G,266,10,6,15,6,368,10,6,18,11
871364,2,0,1,G,0,0,0,1,0,0,0,0,1,0
354143,2,0,1,G,0,0,0,1,0,0,0,0,1,0
342003,2,0,1,G,26,2,1,3,3,44,2,1,3,6
437740,2,0,1,G,8,2,2,3,2,16,2,2,3,3
591532,2,0,1,G,0,0,0,1,0,0,0,0,1,0
699934,2,0,1,G,140,9,5,13,7,222,9,5,15,10
86688,2,0,1,G,44,7,5,8,5,104,8,5,13,8
208825,2,0,1,G,180,8,5,9,3,234,8,5,9,5
467170,2,0,1,G,44,4,3,6,4,86,5,3,10,7
687290,2,0,1,G,54,3,2,5,3,84,3,2,8,6
879954,2,0,1,G,130,5,5,9,4,188,5,5,9,8
710357,2,0,1,G,114,5,4,7,4,160,5,4,9,7
62201,2,0,1,G,78,3,3,6,8,132,3,3,11,13
165399,2,0,1,G,114,3,2,3,6,144,3,2,5,9
623505,2,0,1,G,184,6,4,9,8,230,6,4,9,12
327197,2,0,1,G,176,11,6,21,4,324,11,6,22,9
731562,2,0,1,G,10,2,2,4,1,10,2,2,4,1
45347,2,0,1,G,212,6,4,8,3,260,6,4,10,6
761860,2,0,1,G,376,3,3,13,7,538,3,3,13,13
259353,2,0,1,G,308,10,7,23,9,476,10,7,26,13
386279,2,0,1,G,286,8,6,15,6,438,9,7,19,11
341613,2,0,1,G,110,8,6,9,6,174,8,6,9,10
272620,2,0,1,G,384,11,6,18,7,524,11,6,23,12
838585,2,0,1,G,126,5,4,5,6,158,5,4,5,11
252996,2,0,1,G,426,11,7,16,7,540,11,7,20,11
331989,2,0,1,G,0,0,0,1,0,0,0,0,1,0
87191,2,1,0,B,0,0,0,1,0,0,0,0,1,0
617725,2,0,1,G,0,0,0,1,0,0,0,0,1,0
657126,2,0,1,G,0,0,0,1,0,0,0,0,1,0
458895,2,0,1,G,0,0,0,1,0,0,0,0,1,0
883365,2,0,1,G,0,0,0,1,0,0,0,0,1,0
543680,2,0,1,G,0,0,0,1,0,0,0,0,1,0
840746,2,0,1,G,0,0,0,1,0,0,0,0,1,0
703381,2,0,1,G,0,0,0,1,0,0,0,0,1,0
123273,2,0,1,G,0,0,0,1,0,0,0,0,1,0
640062,2,0,1,G,0,0,0,1,0,0,0,0,1,0
560193,2,0,1,G,0,0,0,1,0,0,0,0,1,0
280942,2,0,1,G,0,0,0,1,0,0,0,0,1,0
613411,2,0,1,G,0,0,0,1,0,0,0,0,1,0
361318,2,0,1,G,0,0,0,1,0,0,0,0,1,0
593943,2,0,1,G,0,0,0,1,0,0,0,0,1,0
552022,2,0,1,G,0,0,0,1,0,0,0,0,1,0
617384,2,0,1,G,0,0,0,1,0,0,0,0,1,0
397398,2,0,1,G,0,0,0,1,0,0,0,0,1,0
138931,2,0,1,G,0,0,0,1,0,0,0,0,1,0
404313,2,0,1,G,0,0,0,1,0,0,0,0,1,0
619344,2,0,1,G,290,18,7,33,8,432,19,7,38,10
218976,2,0,1,G,32,4,3,4,5,54,4,3,4,8
520230,2,0,1,G,170,13,7,19,5,282,14,7,23,8
183030,2,1,0,B,0,0,0,1,0,0,0,0,1,0
587538,2,0,1,G,116,5,4,6,6,152,6,4,9,9
8256,2,0,1,G,238,4,3,5,5,324,4,3,7,10
372082,2,0,1,G,74,1,1,2,4,80,1,1,2,7
997250,2,0,1,G,244,5,4,15,6,354,5,4,18,10
469513,2,0,1,G,60,2,2,4,5,90,2,2,4,8
492644,2,0,1,G,802,5,5,11,9,882,5,5,13,13
185155,2,1,0,B,62,3,3,3,5,98,3,3,4,9
671811,2,0,1,G,102,1,1,2,7,146,1,1,2,11
274000,2,0,1,G,48,1,1,3,5,66,1,1,4,8
808054,2,0,1,G,0,0,0,1,0,0,0,0,1,0
635890,2,0,1,G,0,0,0,1,0,0,0,0,1,0
535030,2,0,1,G,0,0,0,1,0,0,0,0,1,0
443097,2,0,1,G,0,0,0,1,0,0,0,0,1,0
35066,2,0,1,G,0,0,0,1,0,0,0,0,1,0
300077,2,0,1,G,0,0,0,1,0,0,0,0,1,0
308698,2,0,1,G,0,0,0,1,0,0,0,0,1,0
842381,2,0,1,G,0,0,0,1,0,0,0,0,1,0
812247,2,0,1,G,0,0,0,1,0,0,0,0,1,0
431597,2,0,1,G,0,0,0,1,0,0,0,0,1,0
334829,2,0,1,G,0,0,0,1,0,0,0,0,1,0
455681,2,0,1,G,0,0,0,1,0,0,0,0,1,0
176809,2,0,1,G,0,0,0,1,0,0,0,0,1,0
892871,2,0,1,G,0,0,0,1,0,0,0,0,1,0
321584,2,0,1,G,0,0,0,1,0,0,0,0,1,0
734878,2,0,1,G,0,0,0,1,0,0,0,0,1,0
864638,2,0,1,G,0,0,0,1,0,0,0,0,1,0
69383,2,0,1,G,0,0,0,1,0,0,0,0,1,0
301701,2,0,1,G,0,0,0,1,0,0,0,0,1,0
182410,2,0,1,G,12,1,1,2,2,30,1,1,2,5
400127,2,1,0,B,0,0,0,1,0,0,0,0,1,0
865059,2,0,1,G,66,5,4,6,5,92,5,4,6,7
389067,2,0,1,G,26,2,2,3,2,32,2,2,3,3
256198,2,0,1,G,104,11,7,14,5,224,11,7,23,8
579320,2,0,1,G,188,8,5,12,3,274,8,5,13,5
181980,2,0,1,G,90,1,1,2,3,102,1,1,2,6
922428,2,0,1,G,10,1,1,1,3,16,1,1,1,5
440141,2,0,1,G,160,13,7,19,3,286,13,7,22,5
262178,2,0,1,G,88,3,2,4,2,110,3,2,5,4
239126,2,0,1,G,18,3,3,4,4,42,3,3,4,6
2293,2,0,1,G,364,17,6,42,7,626,17,6,51,9
968896,2,1,0,B,32,2,2,2,5,62,3,3,3,8
719420,2,0,1,G,44,5,4,7,4,84,5,4,7,7
378899,2,0,1,G,0,0,0,1,0,0,0,0,1,0
487513,2,0,1,G,0,0,0,1,0,0,0,0,1,0
735415,2,0,1,G,0,0,0,1,0,0,0,0,1,0
229416,2,0,1,G,0,0,0,1,0,0,0,0,1,0
801247,2,0,1,G,0,0,0,1,0,0,0,0,1,0
983317,2,0,1,G,0,0,0,1,0,0,0,0,1,0
348933,2,0,1,G,116,5,4,6,6,154,5,4,6,9
398285,2,0,1,G,178,7,6,15,6,290,7,6,18,8
409295,2,1,0,B,0,0,0,1,0,0,0,0,1,0
143759,2,0,1,G,64,14,6,32,1,256,14,6,36,3
708558,2,0,1,G,64,2,2,3,5,90,2,2,4,8
295309,2,0,1,G,142,2,1,4,6,178,2,1,5,9
957921,2,0,1,G,82,3,2,6,6,128,3,2,7,9
119160,2,0,1,G,0,0,0,1,0,0,0,0,1,0
816475,2,1,0,B,4,1,1,1,2,4,1,1,1,2
957300,2,0,1,G,52,3,3,3,4,70,3,3,4,6
28625,2,0,1,G,0,0,0,1,0,0,0,0,1,0
214047,2,0,1,G,930,15,7,25,6,1060,15,7,29,10
688308,2,0,1,G,50,9,4,12,3,122,9,4,15,6
205772,2,0,1,G,66,7,6,9,4,114,7,6,10,6
683301,2,0,1,G,0,0,0,1,0,0,0,0,1,0
805198,2,0,1,G,46,3,3,4,3,70,3,3,4,5
253933,2,0,1,G,616,10,6,15,7,726,10,6,17,10
672952,2,0,1,G,96,4,4,9,3,166,4,4,10,7
160027,2,0,1,G,94,3,2,4,5,126,3,2,4,8
892505,2,0,1,G,18,1,1,2,4,30,1,1,2,7
